ID,Class
380949,positive
5640668,negative
1410909,positive
912754,negative
3807269,positive
2725620,positive
2032883,negative
645572,positive
3065100,positive
4787050,positive
2134001,positive
2956155,negative
4864325,neutral
6604832,positive
4808938,negative
1521512,positive
2788192,positive
4034060,positive
1222051,positive
156923,positive
3201470,neutral
5426946,positive
6021058,neutral
6065327,positive
1242043,negative
3204104,positive
3398324,neutral
6115895,negative
5486726,positive
4481543,positive
3743704,positive
3634039,positive
5603515,positive
321268,positive
1550722,positive
2379564,neutral
976313,negative
2337210,negative
5986113,negative
6115230,positive
5366339,positive
4393432,positive
4839509,positive
3318570,neutral
2100286,positive
3269564,positive
3276188,positive
6661338,positive
4332741,positive
2741536,positive
5144015,negative
6306209,positive
3263798,neutral
4436930,negative
3090693,negative
5950223,negative
3636318,positive
6595543,negative
3660547,negative
4587129,negative
3204870,positive
2695721,negative
1157776,neutral
5423965,neutral
2682875,neutral
5818230,positive
4638951,positive
1284044,negative
1961737,positive
2907794,neutral
944213,positive
4912155,neutral
1889865,positive
6179130,positive
2588468,negative
1086189,positive
4350799,negative
2961385,positive
3584876,positive
5143747,negative
2135710,negative
1363347,positive
2027347,neutral
6294376,positive
787832,positive
212133,negative
5131055,positive
5095445,positive
275688,positive
2491918,positive
2587015,positive
6057167,positive
224083,positive
3839118,positive
6572188,positive
5030279,negative
137510,positive
6124647,positive
3854982,positive
4183553,positive
544669,positive
1818203,positive
1215111,neutral
992636,positive
4092446,negative
4803168,negative
5324952,positive
964507,positive
2019348,negative
5582607,negative
4452422,negative
6487556,negative
3162564,positive
3324952,positive
3130924,positive
4794125,positive
6641975,negative
1263698,negative
3613323,positive
6519717,positive
3517870,positive
5403120,positive
2513174,neutral
4160192,positive
4662977,positive
3081800,negative
2731393,positive
3124400,positive
2560976,neutral
4017344,positive
2502910,negative
1614027,negative
807945,negative
6068340,positive
2576261,positive
5671964,positive
4300828,positive
2406368,positive
6590668,positive
1655303,neutral
439201,negative
5760247,negative
1505439,positive
5816430,neutral
5473482,positive
6366057,neutral
5448872,positive
435523,positive
3846021,positive
2511238,positive
5631785,positive
2236129,neutral
2617613,positive
2832284,neutral
673194,negative
6490754,negative
339042,positive
2882161,negative
4589280,neutral
3885370,positive
3973029,positive
3858118,positive
2196943,positive
2486223,positive
6085058,positive
3681834,positive
5981108,positive
1115413,neutral
2643570,negative
1834610,negative
2294249,positive
3085541,negative
6477189,positive
2279698,positive
3919556,negative
6251157,positive
5712962,positive
4317601,negative
4209152,positive
4392557,positive
6382461,neutral
1522700,positive
654719,positive
2836561,negative
4629502,positive
815461,positive
2373337,positive
3140299,positive
2068941,positive
5501913,positive
2373569,positive
68683,positive
3731944,negative
3789079,negative
3485953,positive
5860740,neutral
91381,neutral
4962201,negative
4993167,negative
3199403,neutral
6542855,positive
5105278,positive
4648059,positive
5365132,negative
4022638,positive
25394,negative
1081345,positive
121127,neutral
4926223,positive
2621454,negative
3875146,positive
912446,neutral
6609692,positive
3082486,negative
4203174,positive
1472071,positive
5127290,neutral
2956361,negative
6481096,positive
4825948,positive
7546,positive
1532217,positive
3962737,neutral
5396140,positive
1248211,positive
3987888,positive
2083124,neutral
40242,positive
3507958,positive
6586969,negative
5345974,negative
4051689,negative
5189455,positive
2366519,positive
5923617,negative
3385544,positive
3405966,positive
2866928,negative
3518132,positive
761783,positive
6588971,neutral
5255083,positive
2213591,negative
4264875,negative
1775404,negative
6620919,positive
5026528,positive
2711694,positive
4906637,negative
284513,positive
4906385,negative
282346,positive
5498230,positive
1694325,positive
843773,neutral
1160854,negative
3770146,negative
1001218,negative
3830837,positive
143088,positive
6204467,positive
2492746,negative
42959,positive
5107746,negative
3135417,positive
6290299,positive
822109,neutral
5672945,neutral
5257729,positive
2479755,positive
402332,positive
2254855,positive
6442983,negative
6525189,neutral
663855,negative
4438913,positive
4344309,positive
1540832,positive
5153766,positive
4790690,positive
6373115,negative
574736,negative
4707896,positive
4876790,neutral
2564698,negative
3200229,positive
1083097,positive
686219,positive
2882735,negative
4266782,negative
4851230,negative
6181051,positive
6199706,positive
3952432,negative
811325,positive
2829739,negative
913435,negative
907869,negative
6249457,negative
4523677,negative
5821110,positive
1346325,neutral
1360437,positive
456773,positive
952356,neutral
645254,negative
2601706,positive
5803681,positive
573359,positive
446159,negative
3847848,positive
5959373,negative
1573240,positive
6605787,positive
1117022,neutral
5009312,positive
4455073,positive
1937187,neutral
2851394,negative
2946756,positive
6059758,positive
6576022,positive
4865461,neutral
1348189,positive
5230106,positive
1494814,positive
781105,positive
4325156,negative
1756823,negative
3851479,positive
2319927,positive
1478156,positive
2755448,neutral
3997761,positive
1447498,positive
5640448,negative
1714143,negative
2012439,negative
2508146,positive
2938411,neutral
3483421,positive
4843585,positive
3204811,negative
5319734,positive
5096480,negative
3880929,positive
2101983,negative
485839,positive
1162489,positive
2808607,positive
32231,positive
4680225,neutral
3867423,positive
6401981,negative
5711861,positive
1940857,positive
2144116,positive
1861654,positive
2399938,positive
439014,negative
1286621,positive
1743613,positive
1836780,positive
3131684,negative
963048,positive
5005550,negative
183824,negative
273111,positive
4599046,positive
3377594,positive
5407647,positive
3262518,positive
3312314,positive
4677598,positive
5492380,negative
6015814,positive
5825153,positive
3482877,positive
1574060,positive
5949463,positive
2829057,neutral
2930206,positive
4037168,positive
246262,positive
4471261,negative
666267,neutral
6506405,positive
238255,negative
1027649,positive
4122937,positive
2150307,positive
3972097,negative
1755562,neutral
3234582,positive
4520671,negative
5665946,positive
5253925,positive
2573040,positive
6284237,positive
2461687,positive
1760029,negative
3448248,positive
4595182,neutral
5683069,positive
4922296,neutral
1130405,positive
2397733,positive
4911315,positive
335480,positive
621969,positive
2764080,neutral
5117843,negative
3696001,positive
53892,negative
4217091,negative
4349280,positive
6394791,positive
620764,negative
681011,positive
1268075,positive
830702,neutral
6202485,positive
4626648,positive
925397,negative
5640450,negative
2202417,positive
1990033,positive
1808581,positive
2224212,negative
2545419,negative
2723878,positive
3015025,positive
2795510,positive
2113367,positive
859431,positive
2009739,negative
3384097,positive
5685814,positive
3154956,positive
737877,positive
1779216,negative
2414869,positive
2283386,positive
3793746,positive
6098282,neutral
6319061,negative
877058,positive
3778998,positive
1106741,positive
1733249,positive
6564763,positive
1653366,neutral
4800145,positive
1369732,positive
1622016,negative
3719160,positive
4264773,positive
5790928,positive
2782417,positive
5832245,neutral
3415208,negative
6334095,negative
2286071,positive
5009957,positive
488092,positive
493984,positive
1425640,neutral
912691,positive
624875,positive
3867281,positive
4917433,positive
5994882,positive
427326,positive
465401,neutral
5398311,positive
1577011,positive
5799580,negative
3019695,positive
6061058,positive
5666558,neutral
2111435,positive
2530664,positive
4076137,positive
2538952,positive
5028160,neutral
6393422,positive
268277,positive
5972553,positive
4962955,positive
6118464,positive
6050408,positive
287727,positive
4629888,positive
4171148,neutral
4746029,positive
5754286,positive
2015920,negative
6370619,negative
775812,positive
2894198,positive
5416481,negative
971804,positive
2768583,negative
943353,positive
2579516,positive
2370302,positive
6120899,negative
678750,neutral
5258805,negative
5692600,positive
2932795,positive
6059230,positive
4055046,positive
2151332,positive
2436896,positive
3361950,positive
5489911,positive
2046526,positive
2748878,positive
5547429,positive
5693175,positive
1428169,positive
2730227,neutral
2240300,negative
5029456,negative
4054177,positive
3828543,positive
4166767,positive
6309963,positive
623867,positive
2515303,neutral
3167029,positive
72490,neutral
4612893,positive
921376,positive
5303990,positive
5271786,positive
5129412,positive
6638354,negative
2388623,negative
2201488,positive
1516039,positive
4063825,positive
6566035,neutral
3654441,neutral
1023316,negative
2109453,positive
5759160,positive
2476239,negative
4389106,positive
2645777,neutral
6581626,positive
2550911,positive
4148296,positive
3810266,positive
6312596,positive
2198114,positive
1850556,positive
6514797,positive
6135439,negative
3728500,negative
699773,positive
3771126,positive
6160498,neutral
5754558,negative
2893044,negative
2701607,negative
6286550,positive
1304893,negative
581497,positive
4475590,negative
5118222,positive
3406147,positive
4512313,positive
141854,positive
6502145,positive
4509396,positive
5350670,positive
3762326,positive
781738,positive
873445,positive
2347910,positive
4483163,negative
701395,negative
3617336,positive
820098,negative
4253479,positive
4368892,neutral
326525,negative
381690,positive
1804258,positive
1944896,positive
3144219,positive
1694940,negative
6264941,positive
6309686,positive
1451439,positive
1266570,positive
865955,positive
3865128,positive
4433843,positive
2707959,negative
5238358,negative
4563714,positive
5464961,positive
5003446,positive
3736398,positive
4055753,positive
156398,negative
955711,positive
4970417,negative
4913217,positive
6368364,positive
455759,positive
5730111,positive
4987429,positive
4661395,neutral
6046050,positive
418766,positive
1430422,negative
2661048,positive
6582743,positive
5156662,positive
1128435,negative
4369369,neutral
3232252,positive
5470990,positive
3056932,positive
5019102,positive
356230,negative
6238965,neutral
2452682,positive
5926825,negative
2560366,negative
5387072,positive
5789274,negative
1177772,positive
3832047,positive
1732717,positive
2360151,positive
1969732,negative
4824122,positive
1815874,neutral
2379244,neutral
6089104,neutral
3317464,neutral
149564,positive
4836047,positive
1265796,positive
3443183,neutral
6344656,positive
2481486,positive
2057864,positive
4863096,positive
3262910,positive
704179,positive
5679215,positive
5108987,positive
4179717,neutral
4638633,positive
4141955,positive
2907128,neutral
3629427,positive
3089107,negative
5872681,positive
4380054,positive
523243,positive
2896411,neutral
2292501,positive
6307408,positive
5372345,negative
2203055,positive
5011988,positive
5368031,positive
6351088,positive
3039382,positive
427835,positive
3158422,positive
5344453,neutral
865163,positive
5577051,positive
6555746,positive
1964557,positive
6283297,negative
2905226,positive
5242685,positive
599820,positive
2821403,negative
4091515,positive
4218734,positive
846784,positive
4034179,positive
1646801,positive
5825250,positive
5666221,neutral
3471026,positive
4925657,negative
1251877,positive
2817785,negative
465452,positive
2473128,positive
6021552,negative
5626191,negative
270944,positive
2601449,positive
5050332,negative
1850411,positive
665572,positive
2461223,positive
4156935,neutral
5355098,positive
3502958,positive
3450688,negative
1814092,positive
5131753,positive
4567918,positive
5802973,positive
2494625,negative
3084387,negative
1128554,negative
5084668,positive
3473204,positive
1650569,positive
4493605,positive
1842833,positive
4367402,positive
4891574,negative
5515884,positive
1699449,positive
2765370,positive
1899686,positive
1234470,negative
3162937,neutral
3028702,negative
700275,negative
2035382,positive
6388861,negative
6329615,negative
3018366,positive
774390,positive
5599205,positive
3920619,positive
3955677,neutral
4357129,negative
6222066,positive
1300959,negative
2434641,positive
4808532,neutral
566207,negative
5951175,positive
46891,positive
2971358,positive
2115647,negative
3326989,positive
2289343,negative
6280218,positive
1858237,positive
6558886,positive
4110556,negative
2830181,negative
5304342,positive
5484935,positive
5185588,negative
2799997,neutral
3608547,positive
2789002,positive
4323077,positive
2969993,positive
1458123,positive
4008605,neutral
3195038,positive
2568998,positive
3095934,negative
5117057,negative
5872412,neutral
2128442,positive
3094489,negative
4705094,positive
6464234,positive
972000,positive
1726697,positive
1788285,positive
5789140,positive
3582867,positive
6187162,negative
1307487,positive
5881563,positive
5716416,neutral
3581533,negative
3870293,positive
6623890,negative
2579687,negative
5045773,positive
286627,positive
4698687,negative
1105449,negative
2983114,neutral
4333873,neutral
4074058,positive
6280016,negative
5833582,positive
2947265,positive
2980389,positive
1271724,positive
1021954,negative
1290905,positive
4919891,neutral
1186861,positive
874840,neutral
104876,positive
2946899,positive
152690,positive
2919527,positive
2477310,positive
5657577,negative
1909995,negative
4876022,positive
5612066,negative
1558327,positive
1593911,positive
5404424,positive
1092658,positive
6320137,negative
509468,positive
1295726,positive
770688,negative
6095199,positive
2033755,negative
458073,positive
4320461,negative
2648730,neutral
2530345,positive
2717146,negative
6431957,negative
1557034,positive
6043720,positive
4141236,positive
5226492,positive
5603504,positive
4916263,positive
3126289,positive
3797997,positive
4940686,positive
1411881,positive
3961571,neutral
6177162,positive
5606556,positive
5033852,positive
2483512,positive
257847,positive
1996964,neutral
897080,negative
5149646,negative
4699571,negative
1383156,negative
2801911,positive
5817235,positive
5870632,neutral
4085663,negative
4744124,positive
6086220,positive
836460,positive
1959125,positive
5298245,positive
4068916,positive
1472607,positive
1162107,positive
883075,negative
1735140,negative
139257,negative
2297823,positive
862150,positive
3323131,neutral
6142885,positive
681795,positive
5625483,positive
1487493,positive
1152164,positive
2696737,negative
6520315,negative
1196218,negative
4790951,positive
6358812,positive
2288587,negative
2163364,positive
2694801,positive
1036260,positive
5687310,negative
1801596,positive
2856332,negative
1465487,positive
4099421,neutral
4088715,negative
4958232,positive
3296305,positive
2659344,negative
2792265,positive
3857963,positive
349479,negative
6632951,negative
1954215,positive
3912340,positive
4132554,positive
3213332,positive
1489994,neutral
1524931,positive
700575,neutral
4523494,negative
6117512,positive
615964,positive
2712884,positive
354345,positive
2289142,positive
3184374,negative
4348149,positive
3372429,positive
3891410,positive
3830560,negative
2251665,negative
3914247,negative
5068390,positive
3527830,positive
3473809,positive
4875818,neutral
1564526,positive
3551493,positive
6624112,positive
5198398,positive
4643176,positive
2879534,negative
4059887,positive
735702,negative
792100,negative
4983437,negative
1884759,neutral
3789983,positive
2260684,positive
3812730,positive
3171450,positive
1822977,positive
3157838,positive
1470383,positive
5331465,positive
2472816,negative
772891,positive
6465342,positive
2070486,neutral
1690312,positive
5946181,positive
5456871,negative
1229995,negative
4699140,negative
6465325,positive
5306839,positive
5930187,negative
6332917,neutral
1714772,neutral
116032,positive
5432805,positive
3976704,positive
1637295,negative
5670913,negative
5479706,positive
1886898,positive
3607734,positive
649916,positive
300667,positive
2303864,neutral
5535882,positive
5184132,positive
5025431,positive
2075910,positive
3886983,positive
2580342,negative
1276858,negative
2196704,negative
4673317,positive
561802,neutral
3488878,positive
4749480,positive
1063502,positive
1880658,neutral
6362396,positive
4820079,positive
4611375,positive
901192,negative
627680,positive
6548103,neutral
1318775,negative
6444628,negative
6557429,positive
3596271,positive
1131911,positive
1652186,neutral
408590,positive
5001795,positive
4926855,positive
3317372,negative
4978675,positive
1441574,positive
5929278,positive
6004683,positive
4575805,negative
1996325,positive
22575,negative
4566607,negative
3068775,positive
718569,positive
2657408,negative
1796576,positive
1821514,positive
5001126,negative
128073,neutral
5603283,positive
2743742,negative
4622810,positive
4086416,negative
247031,positive
1591428,positive
3851056,positive
1950841,negative
1493935,positive
6493997,positive
1657036,positive
4926234,positive
4129360,positive
2827731,positive
3784664,positive
6376501,positive
3767194,positive
490283,negative
3025520,negative
2782075,positive
3108166,negative
2496491,positive
4315738,positive
595496,positive
5504166,positive
1599136,positive
2824523,positive
1949483,positive
5749011,positive
1543694,negative
6030946,positive
2204721,positive
3391738,negative
3672874,positive
4044264,positive
1258107,positive
905308,negative
5762162,negative
742457,positive
924618,negative
4451349,positive
2358496,positive
3972368,positive
2844887,positive
430081,negative
2738020,negative
2928629,negative
4865059,negative
5104219,positive
927763,negative
371920,neutral
2746171,negative
1499081,positive
63248,positive
133495,positive
4226843,neutral
6222741,positive
5958375,negative
5770593,positive
6328758,positive
654423,neutral
6099584,neutral
1057847,positive
5192035,neutral
698135,positive
3814000,positive
3465716,positive
923099,positive
2429279,positive
1594721,positive
1458702,positive
2213393,negative
2771535,positive
2199989,positive
787410,positive
6109005,positive
4852032,negative
3500946,positive
1968495,positive
753131,positive
6473851,positive
1292989,neutral
1932381,positive
6578023,positive
1017819,positive
1761244,negative
372999,positive
3029992,positive
2384891,positive
282855,positive
1901060,negative
6448503,negative
2860897,negative
4595758,positive
1579134,positive
5470760,positive
1375609,positive
2433399,positive
548188,positive
3180752,positive
4821247,neutral
295759,positive
5736377,positive
4422009,neutral
5658933,neutral
5857724,neutral
4411723,positive
551100,positive
881965,positive
881987,positive
827676,neutral
6357222,negative
6112262,positive
1713884,positive
5481286,positive
793936,positive
409268,positive
2287557,positive
4929552,positive
2941244,positive
6004884,positive
633183,positive
1573422,positive
4760007,negative
2891022,neutral
3331182,negative
2380070,neutral
2284166,positive
4978182,positive
4379449,positive
724880,neutral
2235447,positive
3483370,positive
4765114,neutral
905763,negative
1372636,positive
1736287,negative
1696548,negative
6199855,negative
1234602,negative
112978,negative
1815057,negative
941951,positive
1689789,neutral
663823,positive
2395902,positive
4856470,positive
1395154,positive
75068,positive
1976314,positive
3296696,positive
1476679,positive
4144632,neutral
696347,positive
3251732,negative
2526674,negative
1187511,positive
6064256,negative
3905505,negative
4026686,positive
5187583,neutral
6379328,positive
6551533,negative
752935,positive
2959443,negative
3130027,negative
970395,positive
808486,negative
5997976,neutral
5347860,positive
1818739,positive
3958093,positive
3631976,positive
2671971,negative
3780990,positive
564041,positive
458920,positive
1132355,positive
448789,positive
659900,positive
1223334,positive
5522687,negative
2981443,positive
5475917,positive
5312517,positive
5389306,positive
1938085,positive
2858556,negative
6003482,positive
2989958,positive
5915074,positive
5927213,negative
6421097,positive
5927065,positive
5207603,positive
5003931,negative
3845744,positive
4209698,neutral
3703619,positive
4390057,positive
883750,positive
55108,positive
3708264,positive
1948807,positive
4960515,neutral
6131908,negative
2123608,positive
4329272,positive
5280166,positive
3719712,neutral
2732944,neutral
903538,negative
2047043,positive
3525796,positive
4927881,negative
216898,positive
6214474,positive
3919880,negative
3165388,positive
992161,negative
3572218,neutral
1664845,positive
6464260,negative
3412984,negative
1695514,negative
2280868,neutral
5110478,negative
4622671,positive
2367084,positive
1716793,positive
4519708,positive
1773117,negative
4753362,negative
4876725,positive
4682245,positive
4654871,neutral
6501557,negative
6606401,negative
4600500,positive
984851,positive
3481045,positive
6003740,negative
3194771,positive
2770040,negative
3998813,positive
793995,neutral
4825238,positive
4078474,positive
2910502,negative
6203913,negative
5901992,negative
2262599,negative
1683352,positive
5735992,positive
6332910,positive
5555297,positive
2056856,neutral
3789161,positive
3582572,positive
2094554,negative
5626889,positive
6230485,positive
4858623,positive
679868,positive
631213,positive
2493263,negative
1745090,positive
3105537,positive
1455204,positive
4985071,positive
3820186,positive
6307487,positive
2126765,positive
1200545,neutral
2602949,negative
5641890,positive
6363026,positive
480051,positive
3313717,positive
6282400,positive
5600649,positive
718010,negative
6491576,positive
5004048,negative
5046117,positive
152631,positive
4400993,positive
702773,positive
3623442,positive
3965485,neutral
2453110,positive
2006706,positive
5599025,positive
80347,positive
19932,positive
3534462,positive
3687535,negative
1213787,positive
2337495,negative
5572606,positive
4046971,neutral
5768647,negative
4794819,negative
1602714,positive
1499549,positive
1494919,positive
1688061,positive
6186406,positive
5961259,neutral
2667584,negative
3844653,negative
2202672,positive
399818,positive
1439545,positive
2872768,positive
5347221,negative
5005751,neutral
6124853,positive
279614,negative
4998870,positive
5443942,positive
4178300,negative
2644698,negative
2768166,neutral
4561914,positive
5533863,positive
2384994,positive
1968274,positive
687340,positive
3590202,negative
1007456,positive
2031736,negative
3440533,negative
3067707,neutral
2986235,positive
4651578,positive
2002272,neutral
5703325,negative
3731429,positive
2125116,neutral
5553800,positive
2853414,neutral
5407679,neutral
1792957,positive
5277165,positive
2448025,positive
3835552,positive
1496345,positive
1636927,positive
2959168,neutral
3395500,positive
399811,positive
2705672,positive
3623888,positive
5905335,positive
1575797,positive
2130692,neutral
5568142,positive
3171945,negative
3786937,neutral
2482640,positive
24040,positive
6509537,positive
4512187,positive
1749332,neutral
3062910,positive
4129543,positive
122436,positive
6621761,positive
3704356,positive
3330263,positive
2848684,negative
6636836,positive
264740,positive
1670110,positive
3404315,positive
3188724,positive
4710453,positive
4511689,negative
448295,neutral
276334,positive
2430507,positive
4415923,negative
6272387,negative
4100263,positive
3040705,neutral
195656,positive
3547632,positive
239972,neutral
5446889,positive
4533679,negative
4661097,positive
3568381,positive
6274034,negative
6639213,positive
509770,positive
1153652,positive
4159438,positive
3903093,negative
5684641,positive
704570,positive
3966826,positive
4707496,positive
1591081,positive
662530,positive
5357934,negative
5753750,neutral
733129,positive
4526108,positive
3029823,positive
3918325,negative
2755981,neutral
2328050,positive
225562,positive
2241563,positive
2522691,negative
4395201,negative
6606883,negative
4654534,negative
1098528,positive
4483950,neutral
6544889,positive
4152468,negative
2956986,positive
1924019,positive
4155703,negative
3539117,positive
2294311,neutral
200084,negative
874423,neutral
3408172,positive
499348,positive
4961757,negative
5586024,neutral
4321639,positive
4664790,positive
54639,neutral
4256814,positive
4112764,neutral
442226,positive
6513543,negative
466544,positive
3404871,neutral
3893612,negative
1006626,positive
6658004,positive
1081220,positive
3824327,positive
1475579,positive
1874771,negative
4181287,positive
4013894,negative
595872,positive
4180667,negative
5485395,negative
4787544,positive
5184883,positive
6525872,positive
3527964,positive
2782785,negative
626435,negative
2686204,negative
3253308,positive
6006870,positive
2668707,negative
1651554,positive
5052251,negative
794297,positive
6243972,positive
1477571,positive
399210,positive
6333578,negative
1650708,positive
483893,positive
6362159,neutral
545587,positive
434262,positive
1126144,positive
2140382,positive
5814344,negative
4820804,negative
1577646,positive
5302998,positive
272320,positive
1466788,positive
1069022,negative
4951926,negative
1013229,positive
2335776,positive
5746722,positive
3548699,positive
565043,positive
3785639,positive
3843805,negative
576204,positive
4668396,negative
1466644,positive
3901949,positive
6121886,positive
4843238,positive
3041171,positive
178792,positive
3313525,positive
1248726,negative
3717909,negative
6417330,positive
1379505,positive
2947576,negative
3838196,negative
1377714,neutral
3303201,positive
4175292,positive
4997151,negative
285052,positive
521164,positive
717090,positive
156906,negative
5876324,positive
4407788,positive
2592283,negative
688620,positive
5913012,positive
6604138,positive
1099018,positive
5680139,positive
4109674,neutral
2845338,neutral
4169512,negative
37696,neutral
5932813,negative
1560413,positive
2271667,positive
5598454,negative
2112506,positive
1393232,positive
5532689,positive
5421915,positive
849953,positive
1714551,positive
1573353,negative
4208535,negative
3757545,positive
4340071,neutral
3065882,negative
6456987,positive
2427652,positive
3332809,negative
6308190,positive
3760630,positive
1503939,positive
1200607,positive
4138780,positive
5148906,negative
2017980,negative
3105012,positive
5869325,positive
2377013,positive
3819376,positive
4932391,positive
3865476,positive
1474399,positive
1350632,neutral
5227407,neutral
198506,positive
2967513,positive
2099689,neutral
1024799,positive
62544,positive
4548729,positive
3011125,positive
4028367,neutral
6484339,negative
5910322,positive
334114,negative
4116126,neutral
1769706,negative
3160570,positive
554172,positive
948439,positive
2856069,positive
3792833,positive
1671374,positive
2041310,positive
365390,negative
5804754,positive
2671729,positive
5077118,positive
2659306,negative
4493501,positive
619221,positive
1744098,positive
2333315,positive
77495,positive
2881875,positive
1182017,negative
4188059,positive
6260966,positive
3385889,positive
2453661,positive
6031517,positive
3312493,positive
3240528,negative
4484637,negative
1336738,negative
5979237,positive
631996,negative
5935456,positive
4632471,positive
6297186,positive
1875512,negative
5418902,positive
410877,positive
5558845,positive
136967,positive
5418734,positive
1955498,positive
4083708,positive
356579,neutral
5106113,positive
4513638,positive
5049336,negative
5947515,positive
2967949,neutral
1491900,positive
4652193,positive
2750976,positive
4113096,negative
801352,positive
4185443,positive
1937547,positive
6018095,positive
1180212,neutral
263411,positive
2435276,positive
906853,negative
4899577,negative
4398150,positive
5102454,negative
2001027,positive
3576113,positive
1225908,positive
1087644,positive
2633114,positive
1165114,neutral
2038477,positive
210040,positive
703292,negative
6251145,negative
5045096,positive
2751711,positive
4408594,negative
5825935,positive
1113279,positive
3786450,positive
191024,positive
3245106,positive
1486563,positive
5316822,positive
4205941,neutral
1554641,positive
1127141,negative
4305805,positive
5052247,negative
3412679,positive
3974250,positive
3919008,negative
6262016,neutral
5731080,neutral
3132583,negative
4752765,neutral
4187,positive
1510785,positive
6386145,positive
2286174,neutral
3059653,negative
4871027,positive
1395246,negative
6581139,positive
3063959,negative
4729315,positive
2546562,neutral
2230939,positive
2714572,negative
4871610,neutral
1529195,positive
588918,neutral
3716852,negative
671490,positive
5049939,negative
2997886,positive
6176260,negative
1934925,negative
2807169,positive
4751467,negative
3623226,positive
2570772,positive
607158,neutral
1460409,positive
3160597,positive
159673,positive
1327309,positive
2018075,negative
4252201,neutral
1391745,positive
5724948,positive
636325,neutral
5273910,positive
5432735,positive
1374799,positive
2183147,positive
2480820,positive
806422,negative
3178910,positive
3333318,positive
1527839,positive
291731,positive
3919032,negative
199341,positive
4644786,positive
6467862,neutral
2684774,neutral
3909876,positive
6656317,positive
587284,positive
306953,positive
6289751,positive
4458200,positive
4237612,positive
1857915,positive
1129626,positive
5329240,positive
1335868,neutral
4898084,negative
1312143,negative
4297571,negative
3985907,positive
1338041,positive
4866381,positive
5270802,positive
1689461,positive
211893,neutral
1147721,positive
3233579,negative
1279379,negative
5873790,positive
3415135,positive
4941930,negative
828759,neutral
4715642,positive
180454,positive
1131112,neutral
889961,negative
4870197,negative
2166956,positive
3942615,negative
6487902,positive
3472151,positive
5949619,positive
6563040,negative
724426,neutral
4454995,neutral
2501486,neutral
3124439,positive
5256111,positive
3661028,positive
4570149,negative
918299,negative
6498915,neutral
5338860,positive
1713450,positive
3979552,negative
174910,positive
6519705,positive
6196463,positive
3073672,positive
1036736,positive
848103,negative
2358442,negative
2521946,negative
2527598,negative
2218515,positive
90395,positive
3032221,positive
2070524,positive
2739350,positive
2299688,neutral
5071691,negative
3937708,positive
1128470,negative
175047,positive
6031641,positive
3480865,positive
5698689,positive
1551414,positive
2550928,positive
3143892,positive
5041704,negative
5228301,negative
114706,positive
6574403,positive
515293,positive
64254,positive
5111720,neutral
4317168,neutral
3614252,positive
3009302,positive
5889757,positive
5243604,positive
5082124,positive
3289916,negative
5033989,negative
5383619,positive
4835060,negative
3740313,positive
4441569,negative
5966685,positive
4968753,positive
5105965,positive
5668881,positive
99525,neutral
6030459,positive
485330,neutral
6389295,positive
521782,positive
3948177,neutral
2473219,negative
571432,negative
3289468,positive
3436228,neutral
6428121,positive
4647664,positive
4108740,negative
3621967,positive
636989,positive
4218514,positive
3336243,positive
1281713,positive
2429058,positive
4078396,positive
5211038,negative
6594157,positive
5905658,negative
2205134,positive
1502025,positive
2326968,positive
6295254,positive
1206931,negative
718025,negative
4553508,negative
1890432,negative
6039348,positive
5858401,positive
2132918,neutral
1539522,positive
2573394,positive
5909869,negative
1577692,positive
1828257,negative
2433523,positive
4761854,negative
6486631,positive
2963179,negative
1693634,positive
2693469,negative
4931069,neutral
5637212,positive
5084618,positive
4558739,positive
3692836,positive
3349087,positive
5204472,positive
5769449,negative
5492358,neutral
804526,negative
3587814,positive
2361985,positive
951500,positive
4149929,positive
6610095,negative
4111370,negative
4704178,negative
5745115,positive
2530454,positive
463494,positive
2387023,positive
5537113,positive
3334563,negative
4584105,positive
6643107,positive
4606907,positive
5447403,negative
2291970,positive
6429148,negative
1167293,neutral
712887,positive
4622504,positive
5556881,negative
1299601,positive
1416261,negative
568576,negative
3561326,positive
877239,positive
3958948,negative
1230390,positive
4756208,positive
2247265,negative
2663674,negative
2861676,positive
5637549,negative
2427184,positive
4828824,positive
6664360,positive
469329,positive
6582289,positive
5816054,positive
4644004,positive
3085909,neutral
5928698,negative
4645996,neutral
4616737,negative
2745975,positive
4331968,positive
2164345,negative
3308812,positive
3540061,positive
6165644,positive
5270628,negative
5422205,positive
4938,negative
3758616,positive
2126167,positive
1425147,positive
2021834,positive
4632706,positive
2755481,negative
5082227,positive
1606567,positive
4519083,negative
210501,positive
3344889,positive
3241671,negative
6468390,positive
3044675,negative
4854439,positive
5383113,negative
2929658,positive
5076593,positive
5358394,negative
6462395,positive
4997986,positive
3595427,negative
3939337,positive
5175010,negative
5784337,negative
2441936,positive
3502978,positive
3455958,negative
6360286,negative
2695915,positive
897128,negative
4498768,positive
883667,positive
2346918,negative
830750,positive
5912425,positive
6257033,positive
1195202,negative
2348630,positive
165401,positive
641379,positive
184744,negative
2043334,neutral
2263242,positive
4106723,neutral
370291,negative
5348816,positive
3604837,neutral
2165825,neutral
1762334,positive
2492770,negative
6219807,positive
3374557,neutral
6558190,negative
6461663,negative
1937941,neutral
5291306,positive
5270426,positive
2179343,negative
1972014,positive
2714808,positive
1431581,positive
4142621,positive
3612454,positive
5836050,positive
1285453,positive
3699040,positive
5924454,positive
